time,state_No.1,state_No.2,state_No.3,state_No.4,state_No.5,state_No.6,state_No.7,state_No.8,state_No.9,state_No.10,state_No.11,state_No.12,state_No.13,state_No.14,state_No.15,state_No.16,state_No.17,state_No.18,state_No.19,state_No.20,state_No.21,state_No.22,state_No.23,state_No.24,state_No.25,state_No.26,state_No.27,state_No.28,state_No.29,state_No.30,state_No.31,state_No.32,state_No.33,state_No.34,state_No.35,state_No.36,state_No.37,state_No.38,state_No.39,state_No.40,state_No.41,state_No.42,state_No.43,state_No.44,state_No.45,state_No.46,state_No.47,state_No.48,state_No.49,state_No.50,state_No.51,state_No.52,state_No.53,state_No.54,state_No.55,state_No.56,state_No.57,state_No.58,state_No.59,state_No.60,state_No.61,state_No.62,state_No.63,state_No.64,state_No.65,state_No.66,state_No.67,state_No.68,state_No.69,state_No.70,state_No.71,state_No.72,state_No.73,state_No.74,state_No.75,state_No.76,state_No.77,state_No.78,state_No.79,state_No.80,state_No.81,state_No.82,state_No.83,state_No.84,state_No.85,state_No.86,state_No.87,state_No.88,state_No.89,state_No.90,state_No.91,state_No.92,state_No.93,state_No.94,state_No.95,state_No.96,state_No.97,state_No.98,state_No.99,state_No.100,state_No.101,state_No.102,state_No.103,state_No.104,state_No.105,state_No.106,state_No.107,state_No.108,state_No.109,state_No.110,state_No.111,state_No.112,state_No.113,state_No.114,state_No.115,state_No.116,state_No.117,state_No.118,state_No.119,state_No.120,state_No.121,state_No.122,state_No.123,state_No.124,state_No.125,state_No.126,state_No.127,state_No.128,state_No.129,state_No.130,state_No.131,state_No.132,state_No.133,state_No.134,state_No.135,state_No.136,state_No.137,state_No.138,state_No.139,state_No.140,state_No.141,state_No.142,state_No.143,state_No.144,state_No.145,state_No.146,state_No.147,state_No.148,state_No.149,state_No.150,state_No.151,state_No.152,state_No.153,state_No.154,state_No.155,state_No.156,state_No.157,state_No.158,state_No.159,state_No.160,state_No.161,state_No.162,state_No.163,state_No.164,state_No.165,state_No.166,state_No.167,state_No.168,state_No.169,state_No.170,state_No.171,state_No.172,state_No.173,state_No.174,state_No.175,state_No.176,state_No.177,state_No.178,state_No.179,state_No.180,state_No.181,state_No.182,state_No.183,state_No.184,state_No.185,state_No.186,state_No.187,state_No.188,state_No.189,state_No.190,state_No.191,state_No.192,state_No.193,state_No.194,state_No.195,state_No.196,state_No.197,state_No.198,state_No.199,state_No.200
112.0,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2
113.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
114.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
115.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
116.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
117.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
118.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
119.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
120.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
121.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
122.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
123.0,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
124.0,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
125.0,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
126.0,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
127.0,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
128.0,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
129.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
130.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
131.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
132.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
133.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
134.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
135.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
136.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
137.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
138.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
139.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
140.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
141.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
142.0,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2
